product_name;url;product_type;total_weight_g;purity_per_mille;fine_gold_g;price_bgn;price_eur;price_per_g_fine_bgn;price_per_g_fine_eur;buy_price_bgn;sell_price_bgn;spread_percentage;tavex_buy_price_bgn;tavex_sell_price_bgn;tavex_spread_percentage;is_cheaper;tavex_product_name
31.1 гр. ( 1 toz. ) Златна Монета Надуваемата Лодка Джеймс Бонд 007 от 2000-те 2025;https://igold.bg/zlatna-moneta-1-oz-bond-00-te-2025;coin;31.1;999.9;31.1;7320.0;3742.66;235.37;120.34;7123.0;7320.0;2.69;;;;;
31.1 гр. ( 1 toz. ) Златна Монета Зверовете на Тюдорите Пантерата на Кралицата 2025;https://igold.bg/zlatna-moneta-1-oz-pantera-na-kralitzata-2025;coin;31.1;999.9;31.1;7334.0;3749.81;235.82;120.57;7123.0;7334.0;2.88;;;;;
31.1 гр. ( 1 toz. ) Златна Монета Зверовете на Тюдорите Златния Лъв 2026;https://igold.bg/zlatna-moneta-1-oz-zlatniyat-luv-2026;coin;31.1;999.9;31.1;7334.0;3749.81;235.82;120.57;7123.0;7334.0;2.88;;;;;
6.45 гр. Златна Монета 20 Френски Франка Мариана 1898- 1914;https://igold.bg/20-zlatni-franka-mariana;coin;6.45;900.0;5.81;1371.0;700.98;235.97;120.65;1341.0;1371.0;2.19;;;;;
6.45 гр. Златна Монета 20 Швейцарски Франка Вренели 1897- 1949;https://igold.bg/20-zlatni-franka-vreneli;coin;6.45;900.0;5.81;1371.0;700.98;235.97;120.65;1344.0;1371.0;1.97;;;;;
7.99 гр. Златна Монета 2 Ранда Южна Африка 1961-1983;https://igold.bg/zlatna-moneta-2-randa;coin;7.99;916.7;7.32;1729.0;884.02;236.2;120.77;1693.0;1729.0;2.08;;;;;
6.45 гр. Златна Монета 20 Френски Франка Наполеон III 1853- 1860;https://igold.bg/20-zlatni-franka-napoleon;coin;6.45;900.0;5.81;1373.0;702.0;236.32;120.83;1344.0;1373.0;2.11;;;;;
6.45 гр. Златна Монета 20 Френски Франка Наполеон III с Венец 1861- 1870;https://igold.bg/zlaten-napoleon-s-venetz-6-45-g;coin;6.45;900.0;5.81;1373.0;702.0;236.32;120.83;1344.0;1373.0;2.11;;;;;
6.45 гр. Златна Монета 20 Френски Франка Серес 1848- 1852;https://igold.bg/20-zlatni-franka-seres;coin;6.45;900.0;5.81;1374.0;702.52;236.49;120.92;1346.0;1374.0;2.04;;;;;
31.1 гр. ( 1 toz. ) Златна Монета Кралски Герб 2025;https://igold.bg/zlatna-moneta-1-oz-kralski-orujia;coin;31.1;999.9;31.1;7369.0;3767.71;236.95;121.15;7123.0;7369.0;3.34;;;;;
15.55 гр. ( 1/2 toz. ) Златно Кюлче Valcambi Швейцария;https://igold.bg/zlatno-kyulche-1-2-oz-valcambi;bar;15.55;999.9;15.55;3700.0;1891.78;237.94;121.66;3648.0;3700.0;1.41;;;;;
30 гр. Златна Монета Китайска Панда 2022;https://igold.bg/zlatna-moneta-panda-30-g;coin;30.0;999.9;30.0;7141.0;3651.14;238.03;121.7;6918.0;7141.0;3.12;;;;;
6.45 гр. Златна Монета 20 Белгийски Франка Леополд II 1866- 1882;https://igold.bg/20-zlatni-franka-leopold-ii;coin;6.45;900.0;5.81;1383.0;707.12;238.04;121.71;1341.0;1383.0;3.04;;;;;
31.1 гр. ( 1 toz. ) Златна Монета Австралийски Лунар Кон 2026;https://igold.bg/zlatna-moneta-1-oz-lunar-kon-2026;coin;31.1;999.9;31.1;7410.0;3788.67;238.26;121.82;7261.0;7410.0;2.01;;;;;
31.1 гр. ( 1 toz. ) Златна Монета Австралийски Лунар Змия 2025;https://igold.bg/zlatna-moneta-1-oz-lunar-zmiya-2025;coin;31.1;999.9;31.1;7410.0;3788.67;238.26;121.82;7261.0;7410.0;2.01;;;;;
10 гр. Златно Кюлче Valcambi Швейцария;https://igold.bg/zlatno-kyulche-10-g-valcambi;bar;10.0;999.9;10.0;2392.0;1223.01;239.2;122.3;2368.0;2392.0;1.0;;;;;
10 гр. Златно Кюлче Argor-Heraeus Швейцария Холограмна Защита;https://igold.bg/zlatno-kyulche-10-gr-argor-heraeus-kinebar;bar;10.0;999.9;10.0;2392.0;1223.01;239.2;122.3;2368.0;2392.0;1.0;;;;;
7.96 гр. Златна Монета 20 Марки Император Вилхелм II Прусия 1888- 1913;https://igold.bg/zlatna-moneta-20-marki-vilhelm-ii;coin;7.96;900.0;7.16;1716.0;877.38;239.66;122.54;1656.0;1716.0;3.5;;;;;
6.73 гр. Златна Монета 10 Холандски Гулдена Вилхелмина 1925- 1933;https://igold.bg/zlatna-moneta-vilhelmina-10-guldena;coin;6.73;900.0;6.06;1453.0;742.91;239.77;122.59;1388.0;1453.0;4.47;;;;;
31.1 гр. ( 1 toz. ) Златна Монета Американско Бъфало;https://igold.bg/1-oz-zlatna-moneta-buffalo-2022;coin;31.1;999.9;31.1;7472.0;3820.37;240.26;122.84;7241.0;7472.0;3.09;;;;;
13.96 гр. Златна Монета 4 Австрийски Дуката 1915;https://igold.bg/4-zlatni-avstriyski-dukata;coin;13.96;986.0;13.76;3314.0;1694.42;240.84;123.14;3182.0;3314.0;3.98;;;;;
16.96 гр. ( 1/2 toz. ) Златна Монета Кругерранд Южна Африка;https://igold.bg/1-2-oz-zlaten-krugerrand;coin;16.96;917.0;15.55;3759.0;1921.95;241.74;123.6;3579.0;3759.0;4.79;;;;;
1 гр. Златно Кюлче Valcambi CombiBar Швейцария;https://igold.bg/1-g-combibar-valcambi;bar;1.0;999.9;1.0;242.0;123.73;242.0;123.73;240.0;242.0;0.83;;;;;
15.55 гр. ( 1/2 toz. ) Златна Монета Канадски Кленов Лист;https://igold.bg/zlatna-moneta-klenov-list-1-2-oz;coin;15.55;999.9;15.55;3778.0;1931.66;242.96;124.22;3631.0;3778.0;3.89;;;;;
15.55 гр. ( 1/2 toz. ) Златна Монета Австралийско Кенгуру;https://igold.bg/zlatna-moneta-kenguru-1-2-oz;coin;15.55;999.9;15.55;3779.0;1932.17;243.02;124.26;3631.0;3779.0;3.92;;;;;
15.55 гр. ( 1/2 toz. ) Златна Монета Британия;https://igold.bg/1-2-oz-zlatna-moneta-britania;coin;15.55;999.9;15.55;3793.0;1939.33;243.92;124.72;3648.0;3793.0;3.82;;;;;
15.55 гр. (1/2 toz.) Златна Монета Австралийски Лунар Кон 2026;https://igold.bg/zlatna-moneta-1-2-oz-lunar-kon-2026;coin;15.55;999.9;15.55;3793.0;1939.33;243.92;124.72;3665.0;3793.0;3.37;;;;;
13.50 гр. Златна Монета 1000 Шилинга Бабенбергер Австрия;https://igold.bg/1000-zlatni-shilinga-babenberger;coin;13.5;900.0;12.15;2973.0;1520.07;244.69;125.11;2783.0;2973.0;6.39;;;;;
311 гр. (10 toz.) Златна Монета Австралийски Лунар Кон 2026;https://igold.bg/zlatna-moneta-10-oz-lunar-kon-2026;coin;311.035;999.9;311.035;76107.0;38912.89;244.69;125.11;72613.0;76107.0;4.59;;;;;
33.43 гр. Златна Монета 20 Американски Долара Liberty Head 1850- 1907;https://igold.bg/20-zlatni-dolara-liberty-head;coin;33.43;900.0;30.09;7364.0;3765.15;244.73;125.13;6858.0;7364.0;6.87;;;;;
31.1 гр. ( 1 toz. ) Златна Монета Митове и Легенди Мерлин 2023;https://igold.bg/zlatna-moneta-1-oz-merilin-2023;coin;31.1;999.9;31.1;7666.0;3919.56;246.5;126.03;7261.0;7666.0;5.28;;;;;
15.55 гр. ( 1/2 toz. ) Златна Монета Австралийски Лунар Заек 2023;https://igold.bg/zlatna-moneta-1-2-oz-lunar-zaek-2023;coin;15.55;999.9;15.55;3840.0;1963.36;246.95;126.26;3665.0;3840.0;4.56;;;;;
3.49 гр. Златна Монета 1 Австрийски Дукат 1915;https://igold.bg/zlaten-avstriyski-dukat-3-49-g;coin;3.49;986.0;3.44;853.0;436.13;247.97;126.78;829.0;853.0;2.81;;;;;
31.1 гр. ( 1 toz. ) Златна Монета Австралийска Коала 2025;https://igold.bg/zlatna-moneta-1-oz-koala-2025;coin;31.1;999.9;31.1;7715.0;3944.62;248.07;126.84;7365.0;7715.0;4.54;;;;;
36.08 гр. Златна Монета 500 Турски Куруша Ататюрк 1923;https://igold.bg/zlatna-moneta-500-kurusha-atatyurk-1923;coin;36.08;917.0;33.08;8242.0;4214.07;249.15;127.39;7724.0;8242.0;6.28;;;;;
7.21 гр. Златна Монета 100 Турски Куруша Османска Империя;https://igold.bg/zlatna-moneta-100-kurusha;coin;7.21;917.0;6.61;1647.0;842.1;249.17;127.4;1558.0;1647.0;5.4;;;;;
62.2 гр. (2 toz.) Златна Монета Австралийски Лунар Кон 2026;https://igold.bg/zlatna-moneta-2-oz-lunar-2026-kon;coin;62.2;999.9;62.2;15498.25;7924.13;249.17;127.4;14660.85;15498.25;5.4;;;;;
6.45 гр. Златна Монета 20 Франка Тунис Али III Бей 1891- 1902;https://igold.bg/20-zlatni-franka-tunis-ali-iii-bey;coin;6.45;900.0;5.81;1461.0;747.0;251.46;128.57;1369.0;1461.0;6.3;;;;;
15.55 гр. ( 1/2 toz. ) Златна Монета Австралийски Лунар Змия 2025;https://igold.bg/zlatna-moneta-1-2-oz-lunar-zmiya-2025;coin;15.55;999.9;15.55;3920.0;2004.26;252.09;128.89;3665.0;3920.0;6.51;;;;;
5 гр. Златно Кюлче Argor-Heraeus Швейцария Холограмна Защита;https://igold.bg/zlatno-kyulche-5-gr-argor-heraeus-kinebar;bar;5.0;999.9;5.0;1261.0;644.74;252.2;128.95;1173.0;1261.0;6.98;;;;;
5 гр. Златно Кюлче Valcambi Швейцария;https://igold.bg/zlatno-kyulche-valcambi-5-g;bar;5.0;999.9;5.0;1261.0;644.74;252.2;128.95;1179.0;1261.0;6.5;;;;;
10 гр. Златно Кюлче Argor- Heraeus Швейцария Лунар Змия 2025;https://igold.bg/zlatno-kyulche-10-g-argor-heraeus-zmiya-2025;bar;10.0;999.9;10.0;2536.0;1296.64;253.6;129.66;2357.0;2536.0;7.06;;;;;
6.45 гр. Златна Монета 20 Италиански Лири Виторио Емануеле II Сардиния 1850- 1861;https://igold.bg/20-zlatni-liri-vitorio-emanuil-ii-sardinia;coin;6.45;900.0;5.81;1474.0;753.64;253.7;129.71;1369.0;1474.0;7.12;;;;;
6.45 гр. Златна Монета 8 Форинта/20 Франка Франц Йосиф I Унгария 1870- 1890;https://igold.bg/8-zlatni-forinta-20-franka-franz-iosif;coin;6.45;900.0;5.81;1474.0;753.64;253.7;129.71;1363.0;1474.0;7.53;;;;;
6.45 гр. Златна Монета 20 Италиански Лири Карло Алберто Сардиния 1831- 1849;https://igold.bg/20-zlatni-liri-karlo-alberto-sardinia;coin;6.45;900.0;5.81;1486.0;759.78;255.77;130.77;1382.0;1486.0;7.0;;;;;
7.78 гр. ( 1/4 toz. ) Златна Монета Зверовете на Тюдорите Златния Лъв 2026;https://igold.bg/zlatna-moneta-1-4-oz-zverove-zlaten-lav-2026;coin;7.78;999.9;7.78;1990.0;1017.47;255.78;130.78;1868.0;1990.0;6.13;;;;;
